#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENSDART00000148734	696	134	0.40593999999999997	4.800700950622559	1	0.938086	coding
ENSDART00000148767	6238	2076	0.44948000000000005	6.30488796234131	1	1	coding
ENSDART00000149088	3170	886	0.34107	8.7180757522583	1	1	coding
ENSDART00000149157	655	105	0.46852	5.780605125427246	1	0.657477	coding
ENSDART00000149305	619	187	0.45659	4.579483604431153	-1	0.287257	noncoding
ENSDART00000149595	587	109	0.41606	6.393499946594238	1	0.571494	coding
ENSDART00000149610	2145	308	0.37131000000000003	8.926695442199708	1	0.999836	coding
ENSDART00000150099	372	104	0.41344	4.97371883392334	-1	0.0502821	noncoding
ENSDART00000150264	873	285	0.43502	8.692288398742676	-1	0.454513	noncoding
ENSDART00000150489	3830	825	0.47493	6.154207801818846	1	1	coding
ENSDART00000150811	549	151	0.43838	6.497458457946778	-1	0.106544	noncoding
ENSDART00000151241	676	194	0.44554	8.69338436126709	-1	0.231232	noncoding
ENSDART00000151342	3948	881	0.42750999999999995	6.482907676696779	1	1	coding
ENSDART00000154241	635	49	0.31196999999999997	11.306159019470215	-1	0.183492	noncoding
ENSDART00000154779	5016	1302	0.42399000000000003	6.069233512878417	1	1	coding
ENSDART00000154984	7844	2067	0.46345000000000003	5.458782768249511	1	1	coding
ENSDART00000155256	1165	175	0.39322	5.1823747634887685	1	0.991975	coding
ENSDART00000155344	1645	503	0.47153999999999996	5.175610923767089	-1	0.992142	coding
ENSDART00000155629	593	126	0.4296400000000001	5.884108924865722	-1	0.0722848	noncoding
ENSDART00000155722	774	134	0.31629999999999997	9.854266548156737	1	0.286372	noncoding
ENSDART00000155864	589	52	0.37342	11.306159019470215	1	0.0363661	noncoding
ENSDART00000156082	422	36	0.31227	11.567513847351076	1	0.0196244	noncoding
ENSDART00000156345	1816	350	0.38187000000000004	8.538144493103026	1	0.999992	coding
ENSDART00000157006	360	26	0.37976	4.0500284194946286	1	0.0144001	noncoding
ENSDART00000157083	926	229	0.47383	7.822996711730958	1	0.999746	coding
ENSDART00000157309	919	253	0.43971999999999994	6.646831321716309	1	0.99994	coding
ENSDART00000157328	15893	4928	0.46998	5.770203590393066	1	1	coding
ENSDART00000157689	1650	345	0.49304000000000003	5.54557590484619	1	1	coding
ENSDART00000157722	949	141	0.45987	6.078327751159667	1	0.948308	coding
ENSDART00000158123	899	232	0.44588999999999995	7.103873634338378	-1	0.303444	noncoding
ENSDART00000158149	892	141	0.46133	6.078327751159667	1	0.94857	coding
ENSDART00000158433	1884	390	0.46777	5.555181694030761	1	1	coding
ENSDART00000158711	807	148	0.48341000000000006	7.779351615905763	1	0.963273	coding
ENSDART00000158846	500	94	0.43130999999999997	5.518975257873534	-1	0.044653	noncoding
ENSDART00000159094	3120	492	0.39685000000000004	4.830427742004394	1	1	coding
ENSDART00000159589	2646	449	0.38758	8.621437644958498	1	1	coding
ENSDART00000159794	2929	442	0.41197000000000006	9.130157661437988	1	1	coding
ENSDART00000160009	819	104	0.38537999999999994	8.116198921203612	-1	0.0820536	noncoding
ENSDART00000160241	470	29	0.38394	9.006700706481933	1	0.00936777	noncoding
ENSDART00000160446	962	141	0.46252000000000004	6.078327751159667	1	0.948749	coding
ENSDART00000160645	3412	956	0.44051	4.8974409103393555	1	1	coding
ENSDART00000161684	2979	795	0.48684	5.613782691955566	1	1	coding
ENSDART00000161795	2592	111	0.30159	6.057354164123535	1	0.271054	noncoding
ENSDART00000161961	660	183	0.42839	6.587150382995605	1	0.993786	coding
ENSDART00000162023	1533	361	0.46914999999999996	8.754629325866702	1	1	coding
ENSDART00000162164	1006	305	0.46033	5.709897422790529	-1	0.694765	coding
ENSDART00000162204	2621	640	0.45241000000000003	8.885177803039554	1	1	coding
ENSDART00000162217	4146	564	0.40088999999999997	6.3368314743042	1	1	coding
ENSDART00000162239	2507	564	0.45149	7.457014274597168	1	1	coding
ENSDART00000162468	1170	390	0.44508000000000003	8.305929374694827	1	1	coding
ENSDART00000163006	1497	261	0.42804000000000003	11.066143226623534	1	0.999268	coding
ENSDART00000163221	6240	511	0.38256999999999997	6.935573387145996	1	1	coding
ENSDART00000163968	1105	141	0.48097	6.078327751159667	1	0.947356	coding
ENSDART00000163992	892	280	0.47254999999999997	7.673855018615723	-1	0.524535	coding
ENSDART00000164294	547	165	0.44737	6.064061164855956	-1	0.139709	noncoding
ENSDART00000164453	3228	1042	0.45377000000000006	5.939299583435059	-1	0.999998	coding
ENSDART00000165150	7787	1933	0.42828000000000005	6.412711524963378	1	1	coding
ENSDART00000166028	3541	1158	0.47912	5.859611320495604	1	1	coding
ENSDART00000166317	979	216	0.455	7.052263832092284	-1	0.266204	noncoding
ENSDART00000166517	2475	518	0.44683999999999996	6.618354988098145	1	1	coding
ENSDART00000166566	1761	587	0.41496	6.2934064865112305	1	1	coding
ENSDART00000167191	872	280	0.477	6.761305046081543	-1	0.552	coding
ENSDART00000167514	9626	2269	0.45804	6.009723091125487	1	1	coding
ENSDART00000167791	2119	628	0.47644	5.674259376525879	-1	0.998882	coding
ENSDART00000167811	824	163	0.34802	9.486409950256348	1	0.72718	coding
ENSDART00000168263	3560	1153	0.47011	6.327964591979981	1	1	coding
ENSDART00000168371	1514	202	0.38856999999999997	5.496921730041502	1	0.99789	coding
ENSDART00000168600	7632	2544	0.44942	5.3415239334106435	1	1	coding
ENSDART00000168837	1014	195	0.45961	9.277919197082518	1	0.996766	coding
ENSDART00000169200	741	141	0.44197	5.49828586578369	1	0.957386	coding
ENSDART00000170155	284	50	0.44265999999999994	4.601025581359862	-1	0.0251761	noncoding
ENSDART00000170222	1021	152	0.35756	7.67055835723877	1	0.771662	coding
ENSDART00000170403	359	116	0.38417999999999997	5.742920875549316	1	0.629343	coding
ENSDART00000170589	832	60	0.31325	8.837084388732912	1	0.0251398	noncoding
ENSDART00000170612	3174	499	0.42716	9.314924049377442	1	1	coding
ENSDART00000171113	894	141	0.43062	5.49828586578369	1	0.952218	coding
ENSDART00000171166	633	156	0.44902	6.2465711593627935	1	0.97757	coding
ENSDART00000171648	4762	274	0.27517	8.527765083312985	1	0.963628	coding
ENSDART00000171766	593	175	0.43322	9.030360603332518	-1	0.196416	noncoding
ENSDART00000171862	1667	497	0.45999999999999996	6.296248435974121	1	1	coding
ENSDART00000172107	4074	864	0.39229	4.77648754119873	1	1	coding
ENSDART00000172169	2316	640	0.45510999999999996	8.885177803039554	1	1	coding
ENSDART00000172473	1933	196	0.37806999999999996	9.277919197082518	1	0.96653	coding
ENSDART00000172712	754	52	0.41118	4.91523151397705	1	0.0614133	noncoding
ENSDART00000174223	1766	581	0.43218999999999996	5.360735511779786	-1	0.995357	coding
ENSDART00000174340	6291	688	0.38137999999999994	6.313129615783692	1	1	coding
ENSDART00000176141	6559	1277	0.47329	5.639587593078613	1	1	coding
ENSDART00000176557	1524	508	0.43749	6.443461418151855	1	1	coding
ENSDART00000177458	2208	374	0.36771	6.377130317687987	1	1	coding
ENSDART00000178615	7531	794	0.38674	6.085546302795408	1	1	coding
ENSDART00000179540	4017	210	0.36852	8.577599143981931	1	0.983016	coding
ENSDART00000179686	6459	2153	0.49778	5.52033939361572	1	1	coding
ENSDART00000180355	8813	2090	0.43928	6.426352882385253	1	1	coding
ENSDART00000180470	3327	1005	0.46328	5.0507925033569325	1	1	coding
ENSDART00000180606	975	325	0.46191	9.058017539978025	1	0.999998	coding
ENSDART00000180856	6525	2175	0.47175	5.175269889831542	1	1	coding
ENSDART00000181048	1704	146	0.39617	11.852915382385255	1	0.615685	coding
ENSDART00000181846	5949	1785	0.45789	5.27900104522705	1	1	coding
ENSDART00000182279	8005	1506	0.41355	6.449600028991698	1	1	coding
ENSDART00000182709	3816	1016	0.48464	5.719048500061036	1	1	coding
ENSDART00000182821	7625	1399	0.34624999999999995	5.960443687438965	1	1	coding
ENSDART00000183413	4053	857	0.39229	4.773418235778809	1	1	coding
ENSDART00000183644	1195	295	0.39735000000000004	6.607498741149903	1	0.999986	coding
ENSDART00000183748	1956	262	0.35114	9.194432640075682	1	0.995787	coding
ENSDART00000184127	1625	360	0.45677	9.052150917053222	1	1	coding
ENSDART00000184170	8861	2106	0.42718999999999996	6.522524452209471	1	1	coding
ENSDART00000184303	949	197	0.48224	9.671627616882326	1	0.998399	coding
ENSDART00000184578	2541	647	0.44002	5.237281227111816	1	1	coding
ENSDART00000184771	1969	541	0.44512	4.883174324035645	1	1	coding
ENSDART00000184979	1645	439	0.42854	9.356183815002442	1	1	coding
ENSDART00000185088	2628	874	0.46396	9.503107261657714	1	1	coding
ENSDART00000185314	4132	845	0.39481999999999995	4.798825263977051	1	1	coding
ENSDART00000185407	6533	2144	0.46900000000000003	5.144008445739746	1	1	coding
ENSDART00000185842	1685	518	0.47287	5.829657173156738	1	1	coding
ENSDART00000186547	5168	847	0.40547999999999995	6.378267097473144	1	1	coding
ENSDART00000186776	7606	819	0.38674	6.091343879699706	1	1	coding
ENSDART00000186901	6317	2072	0.47019	5.058124732971191	1	1	coding
ENSDART00000187067	4174	444	0.40686	6.325293159484863	1	1	coding
ENSDART00000187579	1769	584	0.46396	4.825312232971191	1	1	coding
ENSDART00000188207	6560	1797	0.43750000000000006	6.515874290466309	1	1	coding
ENSDART00000188379	3188	434	0.39829000000000003	6.247139549255372	1	1	coding
ENSDART00000188547	3606	1202	0.45894	6.221220970153809	1	1	coding
ENSDART00000189245	1574	505	0.46991	8.7793851852417	1	1	coding
ENSDART00000189486	1441	476	0.46557	6.346778297424316	1	1	coding
ENSDART00000189859	2658	686	0.44002	5.294063377380371	1	1	coding
ENSDART00000189994	5237	1193	0.43909	6.168474388122559	1	1	coding
ENSDART00000190179	4413	299	0.37676	5.833408546447754	1	0.999989	coding
ENSDART00000193287	6033	872	0.39791999999999994	6.603520011901856	1	1	coding
ENSDART00000193323	1926	642	0.46038999999999997	5.079382514953611	1	1	coding
ENSDART00000193483	1578	486	0.41837	6.1086229324340815	1	1	coding
ENSDART00000193647	6366	2122	0.49473999999999996	5.617363548278808	1	1	coding
MSTRG.107019.1	302	49	0.45474000000000003	10.650708961486817	-1	0.116008	noncoding
MSTRG.107019.5	361	34	0.34182	10.289041328430173	1	0.0146506	noncoding
MSTRG.115587.1	179	0	0.43370000000000003	0.0	-1	0.0236256	noncoding
MSTRG.115587.2	568	103	0.4629	8.57179698944092	-1	0.0848378	noncoding
MSTRG.115587.3	79	24	0.44329	7.978494453430176	1	0.0083826	noncoding
MSTRG.115587.4	216	34	0.44635	4.386458396911621	-1	0.0202199	noncoding
MSTRG.115587.5	602	46	0.45369	4.0500284194946286	1	0.0906884	noncoding
MSTRG.115800.12	1993	494	0.43332	6.335296821594238	1	1	coding
MSTRG.115800.14	3678	487	0.3838	7.796887016296387	1	1	coding
MSTRG.115800.5	1856	602	0.42208999999999997	6.835650444030762	1	1	coding
MSTRG.116082.3	1058	36	0.27730000000000005	4.0500284194946286	1	0.040353	noncoding
MSTRG.116082.4	95	13	0.39182	9.500077247619632	-1	0.0681761	noncoding
MSTRG.119273.3	744	194	0.46312	8.69338436126709	-1	0.250824	noncoding
MSTRG.119273.5	401	27	0.41646000000000005	6.494900703430175	1	0.00739941	noncoding
MSTRG.120115.3	3883	347	0.32660999999999996	8.713240623474118	-1	0.281694	noncoding
MSTRG.120115.5	100	28	0.44298	4.902726936340332	-1	0.015944	noncoding
MSTRG.122460.3	99	0	0.45032	0.0	-1	0.0507885	noncoding
MSTRG.122460.4	100	0	0.44051	0.0	-1	0.0326879	noncoding
MSTRG.12323.4	2444	792	0.47557000000000005	5.793905448913574	1	1	coding
MSTRG.12323.7	89	6	0.41370999999999997	7.834085273742677	-1	0.0212488	noncoding
MSTRG.123466.5	749	141	0.46515	5.49828586578369	1	0.960619	coding
MSTRG.123466.8	95	2	0.4404	5.275022315979004	-1	0.0095432	noncoding
MSTRG.124312.2	1491	30	0.29441	9.09972858428955	1	0.00938976	noncoding
MSTRG.124312.4	3798	112	0.27265000000000006	8.931272697448733	1	0.115103	noncoding
MSTRG.127868.10	929	288	0.41985	9.144920921325685	-1	0.423801	noncoding
MSTRG.127868.13	62	0	0.38517	0.0	-1	1.5337e-05	noncoding
MSTRG.127868.8	195	24	0.36050000000000004	9.99261569976807	1	0.00941188	noncoding
MSTRG.132601.4	100	30	0.37335999999999997	5.8949083328247065	-1	0.0193925	noncoding
MSTRG.132601.5	69	21	0.39203	10.834443855285645	-1	0.12991	noncoding
MSTRG.132601.6	831	63	0.37622000000000005	9.89423694610596	1	0.0527614	noncoding
MSTRG.133120.8	101	5	0.38667	8.500108146667483	1	1.64394e-05	noncoding
MSTRG.133120.9	2134	711	0.45037	5.507039070129394	1	1	coding
MSTRG.133574.1	10262	2554	0.48534	5.502207756042479	1	1	coding
MSTRG.133574.3	762	228	0.44348	5.816300010681153	-1	0.327173	noncoding
MSTRG.133574.7	1267	189	0.41791999999999996	8.987875938415527	1	0.986635	coding
MSTRG.134678.1	3198	506	0.35136	9.837698173522949	1	1	coding
MSTRG.134678.3	99	26	0.37418	9.968955802917481	-1	0.107944	noncoding
MSTRG.134678.4	709	27	0.37058	9.386161613464353	1	0.00902071	noncoding
MSTRG.134678.5	4561	72	0.35697	8.21148319244385	1	0.052307	noncoding
MSTRG.137143.37	5009	436	0.32324	6.55065975189209	1	1	coding
MSTRG.139613.4	100	20	0.37777	5.75036678314209	1	0.00431725	noncoding
MSTRG.142442.3	1398	90	0.31061	4.881696510314941	1	0.210288	noncoding
MSTRG.143912.12	100	7	0.41390000000000005	5.275022315979004	1	0.00282669	noncoding
MSTRG.143912.13	126	17	0.31099	5.748206901550293	1	0.00373667	noncoding
MSTRG.143912.15	82	24	0.40829	10.044254875183103	-1	0.0846794	noncoding
MSTRG.143912.9	7051	805	0.38539	5.47543659210205	1	1	coding
MSTRG.145816.1	1114	45	0.26715	5.829486656188965	1	0.0262569	noncoding
MSTRG.145816.2	51	7	0.37189	4.746192359924316	1	0.00271362	noncoding
MSTRG.14733.9	99	9	0.42475	4.0500284194946286	-1	0.011058	noncoding
MSTRG.152901.10	100	6	0.29316	5.275022315979004	-1	0.0424051	noncoding
MSTRG.152901.11	100	2	0.405	5.275022315979004	1	1.12292e-05	noncoding
MSTRG.152901.6	2446	361	0.40597	8.754629325866702	1	0.999998	coding
MSTRG.155593.4	5769	301	0.31281000000000003	9.127063179016115	1	0.995135	coding
MSTRG.159280.1	295	33	0.40359999999999996	10.637106132507324	1	0.0207541	noncoding
MSTRG.159280.10	1361	77	0.3569	5.882460594177245	1	0.0942141	noncoding
MSTRG.159280.12	1860	67	0.34439	9.142922401428223	1	0.041676	noncoding
MSTRG.159280.2	2032	95	0.35591	10.255066490173338	-1	0.161695	noncoding
MSTRG.159280.7	2363	328	0.4266	6.644955635070801	1	0.999999	coding
MSTRG.161906.1	199	13	0.38838999999999996	7.660270500183106	1	0.00283648	noncoding
MSTRG.161906.10	99	13	0.34294	7.660270500183106	1	0.00261003	noncoding
